DrugCom_ID	DrugID_1	Drug_Name_1	Highest_status_1	order_1	DrugID_2	Drug_Name_2	Highest_status_2	order_2	DrugID_3	Drug_Name_3	DrugID_4	Drug_Name_4	Disease_Entry	Source	Highest_status	Cell Line	ZIP	Bliss	Loewe	HSA
DC52MW8	DM4M1SG	Clarithromycin	Phase 2 Trial	21	DMO6315	Vonoprazan	Phase 4	31	DMUYNEI	Amoxicillin	.	.	Helicobacter Pylori	ClinicalTrials.gov	Phase 1	.	.	.	.	.
DC8MTNA	DM4M1SG	Clarithromycin	Phase 2 Trial	21	DMSVOCZ	Pantoprazole	Approved	34	DMUYNEI	Amoxicillin	.	.	Drug Interaction	ClinicalTrials.gov	Phase 1	.	.	.	.	.
DCIDFPG	DM4M1SG	Clarithromycin	Phase 2 Trial	21	DM7BN0X	Esomeprazole	Approved	34	DMUYNEI	Amoxicillin	.	.	Helicobacter Pylori	ClinicalTrials.gov	Phase 1	.	.	.	.	.
DCWR1YI	DM4M1SG	Clarithromycin	Phase 2 Trial	21	DMAOL2S	Voriconazole	Approved	34	DMM4WAK	Zanubrutinib	.	.	B-cell Malignancies	ClinicalTrials.gov	Phase 1	.	.	.	.	.
DC0ZW7Z	DM4M1SG	Clarithromycin	Phase 2 Trial	21	DMDI269	Docetaxel	Approved	34	.	.	.	.	Prostate Cancer	ClinicalTrials.gov	Phase 1	.	.	.	.	.
DC6IN7U	DM4M1SG	Clarithromycin	Phase 2 Trial	21	DM93VBZ	LY2835219	Approved	34	.	.	.	.	Neoplasm	ClinicalTrials.gov	Phase 1	.	.	.	.	.
DC7PA0V	DM4M1SG	Clarithromycin	Phase 2 Trial	21	DMUYNEI	Amoxicillin	Approved	34	.	.	.	.	Drug Interaction	ClinicalTrials.gov	Phase 1	.	.	.	.	.
DCDMQ8Y	DM4M1SG	Clarithromycin	Phase 2 Trial	21	DMAI7ZV	Diltiazem	Approved	34	.	.	.	.	CLARITHROMYCIN/DILTIAZEM [VA Drug Interaction]	ClinicalTrials.gov	Phase 1	.	.	.	.	.
DCIJMM2	DM4M1SG	Clarithromycin	Phase 2 Trial	21	DMFZBNE	ITF2357	Phase 3	25	.	.	.	.	Drug-Drug Interaction	ClinicalTrials.gov	Phase 1	.	.	.	.	.
DCN2HZT	DM4M1SG	Clarithromycin	Phase 2 Trial	21	DMFZBNE	ITF2357	Phase 3	25	.	.	.	.	Drug Drug Interaction	ClinicalTrials.gov	Phase 1	.	.	.	.	.
DCOAWM2	DM4M1SG	Clarithromycin	Phase 2 Trial	21	DMPAZHC	Cabazitaxel	Approved	34	.	.	.	.	Prostate Cancer	ClinicalTrials.gov	Phase 1	.	.	.	.	.
DCVWGS6	DM4M1SG	Clarithromycin	Phase 2 Trial	21	DM89JLN	Apixaban	Approved	34	.	.	.	.	Venous Thromboembolism	ClinicalTrials.gov	Phase 1	.	.	.	.	.
DC110EM	DMVM6QR	Lacosamide	Approved	34	DM0PIY6	Picoplatin	Phase 3	25	.	.	.	.	Chronic myelogenous leukemia	DrugCombDB Database	Investigative	KBM-7	8.48	8.48	20.91	20.92
DCK8QKG	DMVM6QR	Lacosamide	Approved	34	DM15F0X	Gefitinib	Approved	34	.	.	.	.	Chronic myelogenous leukemia	DrugCombDB Database	Investigative	KBM-7	16.3	16.3	20.59	20.63
DCONPDB	DMVM6QR	Lacosamide	Approved	34	DM1BV7W	Aliskiren	Approved	34	.	.	.	.	Chronic myelogenous leukemia	DrugCombDB Database	Investigative	KBM-7	10.75	10.75	27.19	27.2
DCC0M2L	DMVM6QR	Lacosamide	Approved	34	DM29GAD	Lumefantrine	Approved	34	.	.	.	.	Chronic myelogenous leukemia	DrugCombDB Database	Investigative	KBM-7	1.23	1.23	14.97	14.97
DCQ79XV	DMVM6QR	Lacosamide	Approved	34	DM3P6V7	Furazolidone	Approved	34	.	.	.	.	Chronic myelogenous leukemia	DrugCombDB Database	Investigative	KBM-7	20.75	20.75	36.05	36.06
DC7DDEM	DMVM6QR	Lacosamide	Approved	34	DM4OYXE	LIAROZOLE	Phase 2/3	24	.	.	.	.	Chronic myelogenous leukemia	DrugCombDB Database	Investigative	KBM-7	3.68	3.68	15.64	15.64
DCQPGI1	DMVM6QR	Lacosamide	Approved	34	DM53BDW	Trioxsalen	Approved	34	.	.	.	.	Chronic myelogenous leukemia	DrugCombDB Database	Investigative	KBM-7	30.43	30.43	43.32	43.32
DC0E5SI	DMVM6QR	Lacosamide	Approved	34	DM5UGDK	Mephenytoin	Approved	34	.	.	.	.	Chronic myelogenous leukemia	DrugCombDB Database	Investigative	KBM-7	0.4	0.4	16.74	16.74
DC81SCR	DMVM6QR	Lacosamide	Approved	34	DM6HXTS	Anamorelin	Phase 3	25	.	.	.	.	Chronic myelogenous leukemia	DrugCombDB Database	Investigative	KBM-7	11.16	11.16	25.63	25.65
DCVQM6A	DMVM6QR	Lacosamide	Approved	34	DM7XZY5	Triapine	Phase 2	21	.	.	.	.	Chronic myelogenous leukemia	DrugCombDB Database	Investigative	KBM-7	3.6	3.6	4.44	4.44
DC1RC1K	DMVM6QR	Lacosamide	Approved	34	DM8X2EH	Everolimus	Approved	34	.	.	.	.	Chronic myelogenous leukemia	DrugCombDB Database	Investigative	KBM-7	13.3	13.3	19.71	19.77
DC25PFQ	DMVM6QR	Lacosamide	Approved	34	DM9WLN4	10-hydroxycamptothecin	Investigative	0	.	.	.	.	Chronic myelogenous leukemia	DrugCombDB Database	Investigative	KBM-7	14.99	14.99	28.93	28.93
DC8DYAM	DMVM6QR	Lacosamide	Approved	34	DMCYVDT	Chlorzoxazone	Approved	34	.	.	.	.	Chronic myelogenous leukemia	DrugCombDB Database	Investigative	KBM-7	2.63	2.63	3.48	3.51
DCLKVS8	DMVM6QR	Lacosamide	Approved	34	DMDO279	Phenprocoumon	Approved	34	.	.	.	.	Chronic myelogenous leukemia	DrugCombDB Database	Investigative	KBM-7	20.28	20.28	37.87	37.88
DC99BZH	DMVM6QR	Lacosamide	Approved	34	DMEV954	Sulfinpyrazone	Approved	34	.	.	.	.	Chronic myelogenous leukemia	DrugCombDB Database	Investigative	KBM-7	4.82	4.82	19.03	19.03
DCCCFPJ	DMVM6QR	Lacosamide	Approved	34	DMGB035	Armodafinil	Approved	34	.	.	.	.	Chronic myelogenous leukemia	DrugCombDB Database	Investigative	KBM-7	12.6	12.6	24.83	24.83
DC7HIRM	DMVM6QR	Lacosamide	Approved	34	DMGFWSM	Zaleplon	Approved	34	.	.	.	.	Chronic myelogenous leukemia	DrugCombDB Database	Investigative	KBM-7	2.84	2.84	17.6	17.6
DCX2HQ9	DMVM6QR	Lacosamide	Approved	34	DMHPWOM	Diphenidol	Approved	34	.	.	.	.	Chronic myelogenous leukemia	DrugCombDB Database	Investigative	KBM-7	0.85	0.85	14.41	14.41
DCSK3Z6	DMVM6QR	Lacosamide	Approved	34	DMIOGBU	Bosentan	Approved	34	.	.	.	.	Chronic myelogenous leukemia	DrugCombDB Database	Investigative	KBM-7	5.51	5.51	20.58	20.58
DCXDCOV	DMVM6QR	Lacosamide	Approved	34	DMJPE61	PF-02545920	Phase 2	21	.	.	.	.	Chronic myelogenous leukemia	DrugCombDB Database	Investigative	KBM-7	20.54	20.54	28.62	28.65
DCDY2PP	DMVM6QR	Lacosamide	Approved	34	DMK7MEY	Isoproterenol	Approved	34	.	.	.	.	Chronic myelogenous leukemia	DrugCombDB Database	Investigative	KBM-7	13.92	13.92	27.58	27.58
DCV56LR	DMVM6QR	Lacosamide	Approved	34	DMKBYWI	Trifluoperazine	Approved	34	.	.	.	.	Chronic myelogenous leukemia	DrugCombDB Database	Investigative	KBM-7	8.85	8.85	23.93	23.94
DCX6K6P	DMVM6QR	Lacosamide	Approved	34	DML1538	Diazoxide	Approved	34	.	.	.	.	Chronic myelogenous leukemia	DrugCombDB Database	Investigative	KBM-7	2.76	2.76	3.52	3.53
DCJ535S	DMVM6QR	Lacosamide	Approved	34	DML5VQ0	Fenoprofen	Approved	34	.	.	.	.	Chronic myelogenous leukemia	DrugCombDB Database	Investigative	KBM-7	27.29	27.29	38.97	38.99
DCYSGQU	DMVM6QR	Lacosamide	Approved	34	DMMFWOJ	Probenecid	Approved	34	.	.	.	.	Chronic myelogenous leukemia	DrugCombDB Database	Investigative	KBM-7	3.52	3.52	19.89	19.9
DCCJLC5	DMVM6QR	Lacosamide	Approved	34	DMMN36E	Abacavir	Approved	34	.	.	.	.	Chronic myelogenous leukemia	DrugCombDB Database	Investigative	KBM-7	52.8	52.8	66.9	66.9
DC2YF8W	DMVM6QR	Lacosamide	Approved	34	DMNKG1Z	Atenolol	Approved	34	.	.	.	.	Chronic myelogenous leukemia	DrugCombDB Database	Investigative	KBM-7	28.09	28.09	40.67	40.69
DCDEV17	DMVM6QR	Lacosamide	Approved	34	DMOY7W3	Artemisinin	Approved	34	.	.	.	.	Chronic myelogenous leukemia	DrugCombDB Database	Investigative	KBM-7	17.68	17.68	28.36	28.4
DC0R3U1	DMVM6QR	Lacosamide	Approved	34	DMPP4DT	Trimethobenzamide	Approved	34	.	.	.	.	Chronic myelogenous leukemia	DrugCombDB Database	Investigative	KBM-7	13.47	13.47	28.16	28.18
DCKHU2B	DMVM6QR	Lacosamide	Approved	34	DMPWB7T	Maprotiline	Approved	34	.	.	.	.	Chronic myelogenous leukemia	DrugCombDB Database	Investigative	KBM-7	0.61	0.61	1.6	1.62
DCENPPB	DMVM6QR	Lacosamide	Approved	34	DMPZS7U	Oxyphenbutazone	Approved	34	.	.	.	.	Chronic myelogenous leukemia	DrugCombDB Database	Investigative	KBM-7	19.61	19.61	26.38	26.38
DC1Q13S	DMVM6QR	Lacosamide	Approved	34	DMR8ONJ	Leflunomide	Approved	34	.	.	.	.	Chronic myelogenous leukemia	DrugCombDB Database	Investigative	KBM-7	1.39	1.39	3.52	3.53
DCWRD2D	DMVM6QR	Lacosamide	Approved	34	DMSWYF5	Quinine	Approved	34	.	.	.	.	Chronic myelogenous leukemia	DrugCombDB Database	Investigative	KBM-7	43.1	43.1	55.62	55.63
DC8Y1UZ	DMVM6QR	Lacosamide	Approved	34	DMTWUXR	Chlormezanone	Approved	34	.	.	.	.	Chronic myelogenous leukemia	DrugCombDB Database	Investigative	KBM-7	8.31	8.31	21.94	21.94
DCFOTQ5	DMVM6QR	Lacosamide	Approved	34	DMTX8IZ	Endoxifen	Phase 2	21	.	.	.	.	Chronic myelogenous leukemia	DrugCombDB Database	Investigative	KBM-7	1.29	1.29	12.42	12.45
DCPA9DG	DMVM6QR	Lacosamide	Approved	34	DMRBMAU	Mycophenolic acid	Investigative	0	.	.	.	.	Chronic myelogenous leukemia	DrugCombDB Database	Investigative	KBM-7	4.05	4.05	5.03	5.06
DCR0ZAM	DMVM6QR	Lacosamide	Approved	34	DMU9MYJ	Oxandrolone	Approved	34	.	.	.	.	Chronic myelogenous leukemia	DrugCombDB Database	Investigative	KBM-7	3.99	3.99	16.43	16.44
DCW3BOR	DMVM6QR	Lacosamide	Approved	34	DMWT905	Mefloquine	Phase 2/3 Trial	24	.	.	.	.	Chronic myelogenous leukemia	DrugCombDB Database	Investigative	KBM-7	3.11	3.11	4.11	4.15
DCZHVR8	DMVM6QR	Lacosamide	Approved	34	DMVP5YE	Doxorubicin	Approved	34	.	.	.	.	Chronic myelogenous leukemia	DrugCombDB Database	Investigative	KBM-7	3.56	3.56	4.33	4.42
DCHL0WN	DMVM6QR	Lacosamide	Approved	34	DMVRIC2	Zileuton	Approved	34	.	.	.	.	Chronic myelogenous leukemia	DrugCombDB Database	Investigative	KBM-7	16.26	16.26	32.46	32.47
DCRN4KB	DMVM6QR	Lacosamide	Approved	34	DMWE2N4	Auranofin	Approved	34	.	.	.	.	Chronic myelogenous leukemia	DrugCombDB Database	Investigative	KBM-7	6.2	6.2	7.88	7.95
DCEVILY	DMVM6QR	Lacosamide	Approved	34	DMXCM7H	Cerivastatin	Approved	34	.	.	.	.	Chronic myelogenous leukemia	DrugCombDB Database	Investigative	KBM-7	2.2	2.2	2.83	2.92
DCICNUA	DMVM6QR	Lacosamide	Approved	34	DMYLOVR	Aciclovir	Approved	34	.	.	.	.	Chronic myelogenous leukemia	DrugCombDB Database	Investigative	KBM-7	36.31	36.31	49.51	49.52
DCZD34V	DMVM6QR	Lacosamide	Approved	34	DMYURI6	Raltegravir	Approved	34	.	.	.	.	Chronic myelogenous leukemia	DrugCombDB Database	Investigative	KBM-7	0.57	0.57	14.14	14.14
DCKUI6S	DMVM6QR	Lacosamide	Approved	34	DMYX7NI	Acetohydroxamic Acid	Approved	34	.	.	.	.	Chronic myelogenous leukemia	DrugCombDB Database	Investigative	KBM-7	32.7	32.7	47.65	47.67
DCD1V2G	DMVM6QR	Lacosamide	Approved	34	DMZ80SB	Azatadine	Approved	34	.	.	.	.	Chronic myelogenous leukemia	DrugCombDB Database	Investigative	KBM-7	1.05	1.05	17.29	17.29
DCDMPHL	DMVM6QR	Lacosamide	Approved	34	DMZ9WI4	Nitrosoglutathione	Investigative	0	.	.	.	.	Chronic myelogenous leukemia	DrugCombDB Database	Investigative	KBM-7	3.65	3.65	14.9	14.9
DCDQMMT	DMVM6QR	Lacosamide	Approved	34	DMZP7YM	L-165041	Investigative	0	.	.	.	.	Chronic myelogenous leukemia	DrugCombDB Database	Investigative	KBM-7	21.23	21.23	33.74	33.74
DCLOZU5	DMGB035	Armodafinil	Approved	34	DMQPH29	Curcumin	Phase 3	25	.	.	.	.	Non Small Cell Lung Cancer	ClinicalTrials.gov	Phase 1	.	.	.	.	.
DC8RSXN	DMGB035	Armodafinil	Approved	34	DM15F0X	Gefitinib	Approved	34	.	.	.	.	Chronic myelogenous leukemia	DrugCombDB Database	Investigative	KBM-7	17.08	17.08	20.26	20.26
DCSTYGR	DMGB035	Armodafinil	Approved	34	DM1AGXN	Paromomycin	Approved	34	.	.	.	.	Chronic myelogenous leukemia	DrugCombDB Database	Investigative	KBM-7	2.38	2.38	16.69	16.69
DCCTYY6	DMGB035	Armodafinil	Approved	34	DM1D8XY	Dantrolene	Approved	34	.	.	.	.	Chronic myelogenous leukemia	DrugCombDB Database	Investigative	KBM-7	18.19	18.19	21.8	21.8
DC5IY6O	DMGB035	Armodafinil	Approved	34	DM2YGNW	Dactinomycin	Approved	34	.	.	.	.	Chronic myelogenous leukemia	DrugCombDB Database	Investigative	KBM-7	39.52	39.52	52.44	52.45
DC9GR0I	DMGB035	Armodafinil	Approved	34	DM3JCVS	Terazosin	Approved	34	.	.	.	.	Chronic myelogenous leukemia	DrugCombDB Database	Investigative	KBM-7	11.39	11.39	25.25	25.25
DC2D8K2	DMGB035	Armodafinil	Approved	34	DM4DOUB	PMID28460551-Compound-2	Patented	15.5	.	.	.	.	Chronic myelogenous leukemia	DrugCombDB Database	Investigative	KBM-7	5.24	5.24	5.88	5.88
DCE01KH	DMGB035	Armodafinil	Approved	34	DM5TVS3	Vinblastine	Approved	34	.	.	.	.	Chronic myelogenous leukemia	DrugCombDB Database	Investigative	KBM-7	5.21	5.21	5.67	5.75
DCMKAGT	DMGB035	Armodafinil	Approved	34	DM5UGDK	Mephenytoin	Approved	34	.	.	.	.	Chronic myelogenous leukemia	DrugCombDB Database	Investigative	KBM-7	7.35	7.35	21.44	21.44
DCG3T1X	DMGB035	Armodafinil	Approved	34	DM6HXTS	Anamorelin	Phase 3	25	.	.	.	.	Chronic myelogenous leukemia	DrugCombDB Database	Investigative	KBM-7	9.59	9.59	20.87	20.88
DCIULMF	DMGB035	Armodafinil	Approved	34	DM7XZY5	Triapine	Phase 2	21	.	.	.	.	Chronic myelogenous leukemia	DrugCombDB Database	Investigative	KBM-7	4.48	4.48	5.16	5.16
DCDNT5O	DMGB035	Armodafinil	Approved	34	DM9S1EA	Pepstatin	Terminated	2	.	.	.	.	Chronic myelogenous leukemia	DrugCombDB Database	Investigative	KBM-7	36.24	36.24	46.5	46.5
DCRDWZK	DMGB035	Armodafinil	Approved	34	DMAYD7O	IT-141	Phase 1	17	.	.	.	.	Chronic myelogenous leukemia	DrugCombDB Database	Investigative	KBM-7	4.52	4.52	5.1	5.1
DC5JZFI	DMGB035	Armodafinil	Approved	34	DMBYCU0	Metyrosine	Approved	34	.	.	.	.	Chronic myelogenous leukemia	DrugCombDB Database	Investigative	KBM-7	13.23	13.23	15.78	15.78
DCD5XBM	DMGB035	Armodafinil	Approved	34	DMC3P45	Terameprocol	Phase 2	21	.	.	.	.	Chronic myelogenous leukemia	DrugCombDB Database	Investigative	KBM-7	16.85	16.85	21.36	21.36
DC4SLL5	DMGB035	Armodafinil	Approved	34	DMCJLD1	SCH 727965	Discontinued in Phase 3	9	.	.	.	.	Chronic myelogenous leukemia	DrugCombDB Database	Investigative	KBM-7	6.18	6.18	18.44	18.45
DCGZ59U	DMGB035	Armodafinil	Approved	34	DMDI269	Docetaxel	Approved	34	.	.	.	.	Chronic myelogenous leukemia	DrugCombDB Database	Investigative	KBM-7	0.08	0.08	0.67	0.67
DCD1SGW	DMGB035	Armodafinil	Approved	34	DMF70AB	Ginsenoside Rb1	Investigative	0	.	.	.	.	Chronic myelogenous leukemia	DrugCombDB Database	Investigative	KBM-7	12.03	12.03	25.33	25.34
DCNKBEN	DMGB035	Armodafinil	Approved	34	DMGC5DB	Ciprofibrate	Approved	34	.	.	.	.	Chronic myelogenous leukemia	DrugCombDB Database	Investigative	KBM-7	2.59	2.59	17.17	17.18
DC9T8PF	DMGB035	Armodafinil	Approved	34	DMOL54H	Clopidogrel	Phase 2 Trial	21	.	.	.	.	Chronic myelogenous leukemia	DrugCombDB Database	Investigative	KBM-7	2.76	2.76	16.25	16.25
DC3Q4LG	DMGB035	Armodafinil	Approved	34	DMI40NL	Tolazoline	Approved	34	.	.	.	.	Chronic myelogenous leukemia	DrugCombDB Database	Investigative	KBM-7	8.24	8.24	21.9	21.91
DCBMRGX	DMGB035	Armodafinil	Approved	34	DMIK367	Procarbazine	Approved	34	.	.	.	.	Chronic myelogenous leukemia	DrugCombDB Database	Investigative	KBM-7	20.92	20.92	34.81	34.82
DCXJJHM	DMGB035	Armodafinil	Approved	34	DMJ7NVI	BIO-300	Phase 1/2	19	.	.	.	.	Chronic myelogenous leukemia	DrugCombDB Database	Investigative	KBM-7	2.16	2.16	2.67	2.69
DCEUZJ3	DMGB035	Armodafinil	Approved	34	DMJAGXQ	Niclosamide	Approved	34	.	.	.	.	Chronic myelogenous leukemia	DrugCombDB Database	Investigative	KBM-7	31.56	31.56	38.68	38.72
DC7H6EH	DMGB035	Armodafinil	Approved	34	DMK7MEY	Isoproterenol	Approved	34	.	.	.	.	Chronic myelogenous leukemia	DrugCombDB Database	Investigative	KBM-7	15	15	26.09	26.09
DCMVRRN	DMGB035	Armodafinil	Approved	34	DMKZJ7T	GINKGOLIDE A	Investigative	0	.	.	.	.	Chronic myelogenous leukemia	DrugCombDB Database	Investigative	KBM-7	1.36	1.36	14.06	14.06
DCKDTM5	DMGB035	Armodafinil	Approved	34	DML1538	Diazoxide	Approved	34	.	.	.	.	Chronic myelogenous leukemia	DrugCombDB Database	Investigative	KBM-7	4.98	4.98	5.54	5.54
DCJLAHP	DMGB035	Armodafinil	Approved	34	DMLB0EZ	Tamoxifen	Approved	34	.	.	.	.	Chronic myelogenous leukemia	DrugCombDB Database	Investigative	KBM-7	38.78	38.78	50.92	50.92
DCKKGBE	DMGB035	Armodafinil	Approved	34	DM7RJXL	Imatinib	Phase 3 Trial	25	.	.	.	.	Chronic myelogenous leukemia	DrugCombDB Database	Investigative	KBM-7	9.68	9.68	11.1	11.14
DCP3LDK	DMGB035	Armodafinil	Approved	34	DMMFWOJ	Probenecid	Approved	34	.	.	.	.	Chronic myelogenous leukemia	DrugCombDB Database	Investigative	KBM-7	5.93	5.93	18.49	18.5
DCUP5O0	DMGB035	Armodafinil	Approved	34	DMNMW9R	Pramipexole	Approved	34	.	.	.	.	Chronic myelogenous leukemia	DrugCombDB Database	Investigative	KBM-7	4.47	4.47	18.42	18.43
DCTS6S7	DMGB035	Armodafinil	Approved	34	DMJAPE7	Methylene blue	Phase 2 Trial	21	.	.	.	.	Chronic myelogenous leukemia	DrugCombDB Database	Investigative	KBM-7	3.31	3.31	4.02	4.02
DCEVXCK	DMGB035	Armodafinil	Approved	34	DMPGUCF	Dopamine	Approved	34	.	.	.	.	Chronic myelogenous leukemia	DrugCombDB Database	Investigative	KBM-7	0.92	0.92	14.32	14.32
DCMUNP3	DMGB035	Armodafinil	Approved	34	DMPWB7T	Maprotiline	Approved	34	.	.	.	.	Chronic myelogenous leukemia	DrugCombDB Database	Investigative	KBM-7	5.27	5.27	6.13	6.14
DCSQTME	DMGB035	Armodafinil	Approved	34	DMS0PND	Brincidofovir	Investigative	0	.	.	.	.	Chronic myelogenous leukemia	DrugCombDB Database	Investigative	KBM-7	3.99	3.99	4.84	4.89
DCHFH3R	DMGB035	Armodafinil	Approved	34	DMS3YE9	Amantadine	Approved	34	.	.	.	.	Chronic myelogenous leukemia	DrugCombDB Database	Investigative	KBM-7	17.93	17.93	31.38	31.38
DCXL9M2	DMGB035	Armodafinil	Approved	34	DMRBMAU	Mycophenolic acid	Investigative	0	.	.	.	.	Chronic myelogenous leukemia	DrugCombDB Database	Investigative	KBM-7	1.97	1.97	2.71	2.71
DCJHJDN	DMGB035	Armodafinil	Approved	34	DMU9MYJ	Oxandrolone	Approved	34	.	.	.	.	Chronic myelogenous leukemia	DrugCombDB Database	Investigative	KBM-7	17.61	17.61	30.67	30.68
DCDAXT3	DMGB035	Armodafinil	Approved	34	DMWT905	Mefloquine	Phase 2/3 Trial	24	.	.	.	.	Chronic myelogenous leukemia	DrugCombDB Database	Investigative	KBM-7	5.09	5.09	5.93	5.93
DC6FHKI	DMGB035	Armodafinil	Approved	34	DMV74ZH	Pizotyline	Approved	34	.	.	.	.	Chronic myelogenous leukemia	DrugCombDB Database	Investigative	KBM-7	25.61	25.61	39.42	39.42
DC9B1PP	DMGB035	Armodafinil	Approved	34	DMVM6QR	Lacosamide	Approved	34	.	.	.	.	Chronic myelogenous leukemia	DrugCombDB Database	Investigative	KBM-7	11.7	11.7	25.26	25.26
DC2KU6U	DMGB035	Armodafinil	Approved	34	DMVP5YE	Doxorubicin	Approved	34	.	.	.	.	Chronic myelogenous leukemia	DrugCombDB Database	Investigative	KBM-7	5.26	5.26	5.82	5.89
DCGXTY3	DMGB035	Armodafinil	Approved	34	DMVRYT2	Nabilone	Approved	34	.	.	.	.	Chronic myelogenous leukemia	DrugCombDB Database	Investigative	KBM-7	23.66	23.66	37.99	38
DCWS59A	DMGB035	Armodafinil	Approved	34	DMVY4GN	Testolactone	Approved	34	.	.	.	.	Chronic myelogenous leukemia	DrugCombDB Database	Investigative	KBM-7	26.37	26.37	38.91	38.91
DCCP74R	DMGB035	Armodafinil	Approved	34	DMWMPD4	Vorinostat	Approved	34	.	.	.	.	Chronic myelogenous leukemia	DrugCombDB Database	Investigative	KBM-7	3.55	3.55	4.19	4.23
DCRRUSV	DMGB035	Armodafinil	Approved	34	DMYTE6L	Enoxacin	Approved	34	.	.	.	.	Chronic myelogenous leukemia	DrugCombDB Database	Investigative	KBM-7	18.92	18.92	32.71	32.71
DC2DPIR	DMGB035	Armodafinil	Approved	34	DMYURI6	Raltegravir	Approved	34	.	.	.	.	Chronic myelogenous leukemia	DrugCombDB Database	Investigative	KBM-7	4.64	4.64	18.65	18.65
DCJ5ES6	DMGB035	Armodafinil	Approved	34	DMZ1OO0	AS-1949490	Investigative	0	.	.	.	.	Chronic myelogenous leukemia	DrugCombDB Database	Investigative	KBM-7	3.86	3.86	17.67	17.67
DCTJQOC	DMGB035	Armodafinil	Approved	34	DMZD5QR	Cytarabine	Approved	34	.	.	.	.	Chronic myelogenous leukemia	DrugCombDB Database	Investigative	KBM-7	2.15	2.15	2.67	2.67
DCGOIR0	DMTX8IZ	Endoxifen	Phase 2	21	DM053KT	Aprepitant	Approved	34	.	.	.	.	Chronic myelogenous leukemia	DrugCombDB Database	Investigative	KBM-7	16.66	16.66	40.26	40.28
DCJWIS3	DMTX8IZ	Endoxifen	Phase 2	21	DM0RKS4	Bepridil	Approved	34	.	.	.	.	Chronic myelogenous leukemia	DrugCombDB Database	Investigative	KBM-7	12.17	12.17	25.24	25.27
DCFXRB2	DMTX8IZ	Endoxifen	Phase 2	21	DM0WX6I	Primidone	Approved	34	.	.	.	.	Chronic myelogenous leukemia	DrugCombDB Database	Investigative	KBM-7	7.68	7.68	17.08	17.11
DCTVZ1E	DMTX8IZ	Endoxifen	Phase 2	21	DM15F0X	Gefitinib	Approved	34	.	.	.	.	Chronic myelogenous leukemia	DrugCombDB Database	Investigative	KBM-7	4.22	4.22	13.13	13.13
DCTPF1S	DMTX8IZ	Endoxifen	Phase 2	21	DM2G9AE	Citalopram	Approved	34	.	.	.	.	Chronic myelogenous leukemia	DrugCombDB Database	Investigative	KBM-7	14.42	14.42	27.55	27.59
DCRZQQI	DMTX8IZ	Endoxifen	Phase 2	21	DM2NUH3	Imipramine	Approved	34	.	.	.	.	Chronic myelogenous leukemia	DrugCombDB Database	Investigative	KBM-7	10.6	10.6	20.51	20.54
DCF9F7D	DMTX8IZ	Endoxifen	Phase 2	21	DM3KJBC	Epinephrine	Approved	34	.	.	.	.	Chronic myelogenous leukemia	DrugCombDB Database	Investigative	KBM-7	4.49	4.49	8.21	8.22
DCIXBTO	DMTX8IZ	Endoxifen	Phase 2	21	DM4DOUB	PMID28460551-Compound-2	Patented	15.5	.	.	.	.	Chronic myelogenous leukemia	DrugCombDB Database	Investigative	KBM-7	1.82	1.82	3.61	3.63
DCJHL9F	DMTX8IZ	Endoxifen	Phase 2	21	DM5UGDK	Mephenytoin	Approved	34	.	.	.	.	Chronic myelogenous leukemia	DrugCombDB Database	Investigative	KBM-7	15.6	15.6	26.89	26.92
DC83RF1	DMTX8IZ	Endoxifen	Phase 2	21	DM6VOWQ	Fomepizole	Approved	34	.	.	.	.	Chronic myelogenous leukemia	DrugCombDB Database	Investigative	KBM-7	6.53	6.53	11.34	11.37
DCANA7B	DMTX8IZ	Endoxifen	Phase 2	21	DM7XZY5	Triapine	Phase 2	21	.	.	.	.	Chronic myelogenous leukemia	DrugCombDB Database	Investigative	KBM-7	2.05	2.05	3.97	3.97
DCJIMIO	DMTX8IZ	Endoxifen	Phase 2	21	DMA8J1G	Rifampin	Approved	34	.	.	.	.	Chronic myelogenous leukemia	DrugCombDB Database	Investigative	KBM-7	2.54	2.54	14.5	14.5
DCJZYTY	DMTX8IZ	Endoxifen	Phase 2	21	DMBEX4O	Methylergonovine	Approved	34	.	.	.	.	Chronic myelogenous leukemia	DrugCombDB Database	Investigative	KBM-7	10.99	10.99	21.96	22
DCGGXLZ	DMTX8IZ	Endoxifen	Phase 2	21	DMBI4JG	Isosorbide dinitrate	Approved	34	.	.	.	.	Chronic myelogenous leukemia	DrugCombDB Database	Investigative	KBM-7	28.93	28.93	37.7	37.73
DCQCVWN	DMTX8IZ	Endoxifen	Phase 2	21	DMBYCU0	Metyrosine	Approved	34	.	.	.	.	Chronic myelogenous leukemia	DrugCombDB Database	Investigative	KBM-7	10.55	10.55	17.69	17.7
DC42M8R	DMTX8IZ	Endoxifen	Phase 2	21	DMC0GSJ	Efavirenz	Approved	34	.	.	.	.	Chronic myelogenous leukemia	DrugCombDB Database	Investigative	KBM-7	30.12	30.12	43.07	43.1
DCWIM6J	DMTX8IZ	Endoxifen	Phase 2	21	DMC1TEV	Testosterone cypionate	Approved	34	.	.	.	.	Chronic myelogenous leukemia	DrugCombDB Database	Investigative	KBM-7	18.93	18.93	35.06	35.09
