DrugCom_ID	DrugID_1	Drug_Name_1	Highest_status_1	order_1	DrugID_2	Drug_Name_2	Highest_status_2	order_2	DrugID_3	Drug_Name_3	DrugID_4	Drug_Name_4	Disease_Entry	Source	Highest_status	Cell Line	ZIP	Bliss	Loewe	HSA
DCQTK91	DMTX8IZ	Endoxifen	Phase 2	21	DMD4OK0	K-134	Phase 2	21	.	.	.	.	Chronic myelogenous leukemia	DrugCombDB Database	Investigative	KBM-7	5.67	5.67	15.54	15.58
DC9F5L7	DMTX8IZ	Endoxifen	Phase 2	21	DMFGLXB	Phensuximide	Approved	34	.	.	.	.	Chronic myelogenous leukemia	DrugCombDB Database	Investigative	KBM-7	34.28	34.28	50.18	50.22
DCAT8BC	DMTX8IZ	Endoxifen	Phase 2	21	DMFQWNI	VR-776	Discontinued in Phase 1	3	.	.	.	.	Chronic myelogenous leukemia	DrugCombDB Database	Investigative	KBM-7	5.34	5.34	16.35	16.38
DCBF6I8	DMTX8IZ	Endoxifen	Phase 2	21	DMGC5DB	Ciprofibrate	Approved	34	.	.	.	.	Chronic myelogenous leukemia	DrugCombDB Database	Investigative	KBM-7	15.42	15.42	24.73	24.77
DC02I42	DMTX8IZ	Endoxifen	Phase 2	21	DMHAZLM	Naringenin	Phase 1	17	.	.	.	.	Chronic myelogenous leukemia	DrugCombDB Database	Investigative	KBM-7	3.04	3.04	13.27	13.29
DCA4M35	DMTX8IZ	Endoxifen	Phase 2	21	DMOL54H	Clopidogrel	Phase 2 Trial	21	.	.	.	.	Chronic myelogenous leukemia	DrugCombDB Database	Investigative	KBM-7	10.91	10.91	19.3	19.34
DC26RX8	DMTX8IZ	Endoxifen	Phase 2	21	DMKFQJP	Triflupromazine	Investigative	0	.	.	.	.	Chronic myelogenous leukemia	DrugCombDB Database	Investigative	KBM-7	3.48	3.48	12.91	12.92
DC8Z4AJ	DMTX8IZ	Endoxifen	Phase 2	21	DMJ7NVI	BIO-300	Phase 1/2	19	.	.	.	.	Chronic myelogenous leukemia	DrugCombDB Database	Investigative	KBM-7	0.94	0.94	2.39	2.43
DCWG702	DMTX8IZ	Endoxifen	Phase 2	21	DMJPE61	PF-02545920	Phase 2	21	.	.	.	.	Chronic myelogenous leukemia	DrugCombDB Database	Investigative	KBM-7	10.26	10.26	28.71	28.72
DCYT0NJ	DMTX8IZ	Endoxifen	Phase 2	21	DMKSQG0	Tiagabine	Approved	34	.	.	.	.	Chronic myelogenous leukemia	DrugCombDB Database	Investigative	KBM-7	7.1	7.1	12.93	12.95
DCY9NJL	DMTX8IZ	Endoxifen	Phase 2	21	DMKXY2R	Ibutilide	Approved	34	.	.	.	.	Chronic myelogenous leukemia	DrugCombDB Database	Investigative	KBM-7	15.13	15.13	27.26	27.28
DCN3CSJ	DMTX8IZ	Endoxifen	Phase 2	21	DMLU8NX	Benserazide	Phase 3	25	.	.	.	.	Chronic myelogenous leukemia	DrugCombDB Database	Investigative	KBM-7	35.17	35.17	45.08	45.12
DCPVBNM	DMTX8IZ	Endoxifen	Phase 2	21	DMM0XGL	Idarubicin	Approved	34	.	.	.	.	Chronic myelogenous leukemia	DrugCombDB Database	Investigative	KBM-7	10.68	10.68	32.09	32.09
DCIQWZD	DMTX8IZ	Endoxifen	Phase 2	21	DMM61Y2	BRL-15572	Investigative	0	.	.	.	.	Chronic myelogenous leukemia	DrugCombDB Database	Investigative	KBM-7	9.86	9.86	20.75	20.76
DCDRZNV	DMTX8IZ	Endoxifen	Phase 2	21	DMN3GCH	Darunavir	Approved	34	.	.	.	.	Chronic myelogenous leukemia	DrugCombDB Database	Investigative	KBM-7	18.88	18.88	38.15	38.18
DCHNTJD	DMTX8IZ	Endoxifen	Phase 2	21	DMNO38U	Bortezomib	Approved	34	.	.	.	.	Chronic myelogenous leukemia	DrugCombDB Database	Investigative	KBM-7	1.14	1.14	2.62	2.68
DCMN83G	DMTX8IZ	Endoxifen	Phase 2	21	DMOMBJW	Moricizine	Approved	34	.	.	.	.	Chronic myelogenous leukemia	DrugCombDB Database	Investigative	KBM-7	1.32	1.32	11.48	11.51
DCANA00	DMTX8IZ	Endoxifen	Phase 2	21	DMPFN6Y	Olanzapine	Approved	34	.	.	.	.	Chronic myelogenous leukemia	DrugCombDB Database	Investigative	KBM-7	9.57	9.57	20.25	20.28
DCYXER7	DMTX8IZ	Endoxifen	Phase 2	21	DMPLY7B	Cefmenoxime	Approved	34	.	.	.	.	Chronic myelogenous leukemia	DrugCombDB Database	Investigative	KBM-7	14.29	14.29	24.01	24.03
DCXMF1Q	DMTX8IZ	Endoxifen	Phase 2	21	DMPP4DT	Trimethobenzamide	Approved	34	.	.	.	.	Chronic myelogenous leukemia	DrugCombDB Database	Investigative	KBM-7	15.55	15.55	31.21	31.22
DCT3VDJ	DMTX8IZ	Endoxifen	Phase 2	21	DMPWB7T	Maprotiline	Approved	34	.	.	.	.	Chronic myelogenous leukemia	DrugCombDB Database	Investigative	KBM-7	3.75	3.75	6.04	6.04
DCJIHAP	DMTX8IZ	Endoxifen	Phase 2	21	DMPZS7U	Oxyphenbutazone	Approved	34	.	.	.	.	Chronic myelogenous leukemia	DrugCombDB Database	Investigative	KBM-7	8.58	8.58	23.99	23.99
DC46FFO	DMTX8IZ	Endoxifen	Phase 2	21	DMR87LC	Ethambutol	Approved	34	.	.	.	.	Chronic myelogenous leukemia	DrugCombDB Database	Investigative	KBM-7	10.11	10.11	19.59	19.59
DC3I0LP	DMTX8IZ	Endoxifen	Phase 2	21	DMR8ONJ	Leflunomide	Approved	34	.	.	.	.	Chronic myelogenous leukemia	DrugCombDB Database	Investigative	KBM-7	5.09	5.09	9.49	9.49
DCQJI1K	DMTX8IZ	Endoxifen	Phase 2	21	DMRKE63	Chlorambucil	Approved	34	.	.	.	.	Chronic myelogenous leukemia	DrugCombDB Database	Investigative	KBM-7	21.13	21.13	31.28	31.28
DCIWPNO	DMTX8IZ	Endoxifen	Phase 2	21	DMRV7H0	Bumetanide	Approved	34	.	.	.	.	Chronic myelogenous leukemia	DrugCombDB Database	Investigative	KBM-7	10.11	10.11	19.96	19.96
DCNHEE0	DMTX8IZ	Endoxifen	Phase 2	21	DMS0PND	Brincidofovir	Investigative	0	.	.	.	.	Chronic myelogenous leukemia	DrugCombDB Database	Investigative	KBM-7	0.49	0.49	2.85	2.88
DC4MKSO	DMTX8IZ	Endoxifen	Phase 2	21	DMSIWD0	Hyodeoxycholic acid	Investigative	0	.	.	.	.	Chronic myelogenous leukemia	DrugCombDB Database	Investigative	KBM-7	8.21	8.21	17.12	17.13
DCH8JNI	DMTX8IZ	Endoxifen	Phase 2	21	DMTGBAX	Pomalidomide	Approved	34	.	.	.	.	Chronic myelogenous leukemia	DrugCombDB Database	Investigative	KBM-7	2.97	2.97	12.78	12.8
DCSPA4K	DMTX8IZ	Endoxifen	Phase 2	21	DMRBMAU	Mycophenolic acid	Investigative	0	.	.	.	.	Chronic myelogenous leukemia	DrugCombDB Database	Investigative	KBM-7	2.78	2.78	4.86	4.86
DC0IJ6C	DMTX8IZ	Endoxifen	Phase 2	21	DMWT905	Mefloquine	Phase 2/3 Trial	24	.	.	.	.	Chronic myelogenous leukemia	DrugCombDB Database	Investigative	KBM-7	2.23	2.23	4.59	4.6
DC1DCPH	DMTX8IZ	Endoxifen	Phase 2	21	DMVM6QR	Lacosamide	Approved	34	.	.	.	.	Chronic myelogenous leukemia	DrugCombDB Database	Investigative	KBM-7	19.96	19.96	31.5	31.54
DC3U1TL	DMTX8IZ	Endoxifen	Phase 2	21	DMVPZBE	Iloprost	Approved	34	.	.	.	.	Chronic myelogenous leukemia	DrugCombDB Database	Investigative	KBM-7	26.92	26.92	34.35	34.39
DCMOBRR	DMTX8IZ	Endoxifen	Phase 2	21	DMVRIC2	Zileuton	Approved	34	.	.	.	.	Chronic myelogenous leukemia	DrugCombDB Database	Investigative	KBM-7	23	23	38.56	38.6
DC70H1G	DMTX8IZ	Endoxifen	Phase 2	21	DMVY4GN	Testolactone	Approved	34	.	.	.	.	Chronic myelogenous leukemia	DrugCombDB Database	Investigative	KBM-7	15.61	15.61	29.16	29.19
DCRLHPZ	DMTX8IZ	Endoxifen	Phase 2	21	DMWE2N4	Auranofin	Approved	34	.	.	.	.	Chronic myelogenous leukemia	DrugCombDB Database	Investigative	KBM-7	2.84	2.84	6.42	6.45
DCIBYTV	DMTX8IZ	Endoxifen	Phase 2	21	DMYLOVR	Aciclovir	Approved	34	.	.	.	.	Chronic myelogenous leukemia	DrugCombDB Database	Investigative	KBM-7	8.24	8.24	30.62	30.66
DCBXD20	DMTX8IZ	Endoxifen	Phase 2	21	DMYX7NI	Acetohydroxamic Acid	Approved	34	.	.	.	.	Chronic myelogenous leukemia	DrugCombDB Database	Investigative	KBM-7	0.83	0.83	19.23	19.26
DCKTT31	DMLPAOB	Allopurinol	Approved	34	DM2POTE	Colchicine	Phase 3 Trial	25	DMZ5RGV	Naproxen	.	.	Gout	ClinicalTrials.gov	Phase 4	.	.	.	.	.
DC3S2QP	DMLPAOB	Allopurinol	Approved	34	DMUFIO9	M102	Preclinical	2.1	DMYMS40	Colchicine	.	.	Gout	ClinicalTrials.gov	Phase 2	.	.	.	.	.
DCVDTLX	DMLPAOB	Allopurinol	Approved	34	DM2POTE	Colchicine	Phase 3 Trial	25	.	.	.	.	Gout	ClinicalTrials.gov	Phase 2	.	.	.	.	.
DC59KO3	DMLPAOB	Allopurinol	Approved	34	DM2R68E	Ramipril	Phase 2 Trial	21	.	.	.	.	Diabetes	ClinicalTrials.gov	Phase 1	.	.	.	.	.
DCGOBYG	DMLPAOB	Allopurinol	Approved	34	DMUR64T	Lesinurad	Approved	34	.	.	.	.	Gout	ClinicalTrials.gov	Phase 1	.	.	.	.	.
DCRNXU8	DMLPAOB	Allopurinol	Approved	34	DMRK8OT	Candesartan	Approved	34	.	.	.	.	Diabetes	ClinicalTrials.gov	Phase 1	.	.	.	.	.
DCW593F	DMLPAOB	Allopurinol	Approved	34	DM2POTE	Colchicine	Phase 3 Trial	25	.	.	.	.	Intercritical Gout	ClinicalTrials.gov	Phase 1	.	.	.	.	.
DC8PDK2	DMLPAOB	Allopurinol	Approved	34	DM05FXR	Meclofenamic acid	Approved	34	.	.	.	.	Chronic myelogenous leukemia	DrugCombDB Database	Investigative	KBM-7	44.81	44.81	58.17	58.17
DCP0QMP	DMLPAOB	Allopurinol	Approved	34	DM0FB1J	Sertraline	Approved	34	.	.	.	.	Chronic myelogenous leukemia	DrugCombDB Database	Investigative	KBM-7	18.35	18.35	31.76	31.76
DCTX36I	DMLPAOB	Allopurinol	Approved	34	DM0QV1J	Baclofen	Approved	34	.	.	.	.	Chronic myelogenous leukemia	DrugCombDB Database	Investigative	KBM-7	39.63	39.63	54.19	54.2
DCGK0JK	DMLPAOB	Allopurinol	Approved	34	DM0RKS4	Bepridil	Approved	34	.	.	.	.	Chronic myelogenous leukemia	DrugCombDB Database	Investigative	KBM-7	15.38	15.38	33.15	33.16
DCYNVCI	DMLPAOB	Allopurinol	Approved	34	DM2G9AE	Citalopram	Approved	34	.	.	.	.	Chronic myelogenous leukemia	DrugCombDB Database	Investigative	KBM-7	43.55	43.55	56.62	56.62
DCCE18N	DMLPAOB	Allopurinol	Approved	34	DM2NUH3	Imipramine	Approved	34	.	.	.	.	Chronic myelogenous leukemia	DrugCombDB Database	Investigative	KBM-7	26.45	26.45	40.89	40.89
DCIQ176	DMLPAOB	Allopurinol	Approved	34	DM3P6V7	Furazolidone	Approved	34	.	.	.	.	Chronic myelogenous leukemia	DrugCombDB Database	Investigative	KBM-7	15.71	15.71	30.89	30.89
DC4CKYS	DMLPAOB	Allopurinol	Approved	34	DM4DOUB	PMID28460551-Compound-2	Patented	15.5	.	.	.	.	Chronic myelogenous leukemia	DrugCombDB Database	Investigative	KBM-7	3.94	3.94	4.76	4.84
DCTFULJ	DMLPAOB	Allopurinol	Approved	34	DM58WKG	Panobinostat	Approved	34	.	.	.	.	Diffuse intrinsic pontine glioma	DrugCombDB Database	Investigative	DIPG25	5.3	5.01	3.49	3.67
DC2WRIM	DMLPAOB	Allopurinol	Approved	34	DM2TEOL	Methotrexate	Phase 1/2 Trial	19	.	.	.	.	Chronic myelogenous leukemia	DrugCombDB Database	Investigative	KBM-7	15.95	15.95	20.58	20.66
DCJ9LBV	DMLPAOB	Allopurinol	Approved	34	DM6VOWQ	Fomepizole	Approved	34	.	.	.	.	Chronic myelogenous leukemia	DrugCombDB Database	Investigative	KBM-7	3.01	3.01	5.36	5.43
DCWTSB2	DMLPAOB	Allopurinol	Approved	34	DM9S1EA	Pepstatin	Terminated	2	.	.	.	.	Chronic myelogenous leukemia	DrugCombDB Database	Investigative	KBM-7	23.14	23.14	37.51	37.52
DCXRQUG	DMLPAOB	Allopurinol	Approved	34	DMA8J1G	Rifampin	Approved	34	.	.	.	.	Chronic myelogenous leukemia	DrugCombDB Database	Investigative	KBM-7	31.71	31.71	49.08	49.08
DCZTSOB	DMLPAOB	Allopurinol	Approved	34	DMAYD7O	IT-141	Phase 1	17	.	.	.	.	Chronic myelogenous leukemia	DrugCombDB Database	Investigative	KBM-7	1.59	1.59	2.33	2.4
DCGJVWB	DMLPAOB	Allopurinol	Approved	34	DMBLM5H	BHV-0223	Phase 1	17	.	.	.	.	Chronic myelogenous leukemia	DrugCombDB Database	Investigative	KBM-7	52.21	52.21	68.42	68.42
DCYVFGD	DMLPAOB	Allopurinol	Approved	34	DMCYVDT	Chlorzoxazone	Approved	34	.	.	.	.	Chronic myelogenous leukemia	DrugCombDB Database	Investigative	KBM-7	4.54	4.54	5.49	5.54
DC9EFA6	DMLPAOB	Allopurinol	Approved	34	DMD4OK0	K-134	Phase 2	21	.	.	.	.	Chronic myelogenous leukemia	DrugCombDB Database	Investigative	KBM-7	5.65	5.65	20.02	20.03
DCNIKHW	DMLPAOB	Allopurinol	Approved	34	DMD9WSC	Memantine	Approved	34	.	.	.	.	Chronic myelogenous leukemia	DrugCombDB Database	Investigative	KBM-7	43.09	43.09	59.16	59.17
DCACD9N	DMLPAOB	Allopurinol	Approved	34	DMGYBZI	PHA-739358	Phase 2	21	.	.	.	.	Chronic myelogenous leukemia	DrugCombDB Database	Investigative	KBM-7	32.8	32.8	46.49	46.49
DCGJ27T	DMLPAOB	Allopurinol	Approved	34	DMHPWOM	Diphenidol	Approved	34	.	.	.	.	Chronic myelogenous leukemia	DrugCombDB Database	Investigative	KBM-7	54.28	54.28	67.35	67.35
DCWLTC4	DMLPAOB	Allopurinol	Approved	34	DMJAGXQ	Niclosamide	Approved	34	.	.	.	.	Chronic myelogenous leukemia	DrugCombDB Database	Investigative	KBM-7	29.61	29.61	39.01	39.06
DCBQ70I	DMLPAOB	Allopurinol	Approved	34	DMJOQM3	Eflornithine	Approved	34	.	.	.	.	Chronic myelogenous leukemia	DrugCombDB Database	Investigative	KBM-7	28.74	28.74	42.57	42.57
DCUJA7C	DMLPAOB	Allopurinol	Approved	34	DMK7MEY	Isoproterenol	Approved	34	.	.	.	.	Chronic myelogenous leukemia	DrugCombDB Database	Investigative	KBM-7	2.42	2.42	17.95	17.95
DCF0ELW	DMLPAOB	Allopurinol	Approved	34	DMM0XGL	Idarubicin	Approved	34	.	.	.	.	Glioblastoma?	DrugCombDB Database	Investigative	T98G	3.05	3.05	3.26	3.26
DC3PI46	DMLPAOB	Allopurinol	Approved	34	DM7RJXL	Imatinib	Phase 3 Trial	25	.	.	.	.	Chronic myelogenous leukemia	DrugCombDB Database	Investigative	KBM-7	1.42	1.42	3.28	3.35
DCT8POG	DMLPAOB	Allopurinol	Approved	34	DMN3GCH	Darunavir	Approved	34	.	.	.	.	Chronic myelogenous leukemia	DrugCombDB Database	Investigative	KBM-7	27.09	27.09	42.07	42.08
DCXMRT0	DMLPAOB	Allopurinol	Approved	34	DMPP4DT	Trimethobenzamide	Approved	34	.	.	.	.	Chronic myelogenous leukemia	DrugCombDB Database	Investigative	KBM-7	36.44	36.44	51.54	51.56
DCUU5QF	DMLPAOB	Allopurinol	Approved	34	DMPWB7T	Maprotiline	Approved	34	.	.	.	.	Chronic myelogenous leukemia	DrugCombDB Database	Investigative	KBM-7	16.66	16.66	27.06	27.1
DCFX8FC	DMLPAOB	Allopurinol	Approved	34	DMR87LC	Ethambutol	Approved	34	.	.	.	.	Chronic myelogenous leukemia	DrugCombDB Database	Investigative	KBM-7	3.06	3.06	16.82	16.82
DCV6JHY	DMLPAOB	Allopurinol	Approved	34	DMRFWGK	Novobiocin	Approved	34	.	.	.	.	Chronic myelogenous leukemia	DrugCombDB Database	Investigative	KBM-7	9.05	9.05	23.44	23.44
DC4DLN3	DMLPAOB	Allopurinol	Approved	34	DMS0PND	Brincidofovir	Investigative	0	.	.	.	.	Chronic myelogenous leukemia	DrugCombDB Database	Investigative	KBM-7	5.97	5.97	7.08	7.16
DCFQT69	DMLPAOB	Allopurinol	Approved	34	DMS3YE9	Amantadine	Approved	34	.	.	.	.	Chronic myelogenous leukemia	DrugCombDB Database	Investigative	KBM-7	40.72	40.72	56.33	56.33
DCF6PD8	DMLPAOB	Allopurinol	Approved	34	DMSA4B3	Desoxycorticosterone pivalate	Approved	34	.	.	.	.	Chronic myelogenous leukemia	DrugCombDB Database	Investigative	KBM-7	45.75	45.75	58.6	58.6
DCCD634	DMLPAOB	Allopurinol	Approved	34	DMRBMAU	Mycophenolic acid	Investigative	0	.	.	.	.	Chronic myelogenous leukemia	DrugCombDB Database	Investigative	KBM-7	0.46	0.46	2.43	2.47
DC47BD2	DMLPAOB	Allopurinol	Approved	34	DMU8JGH	Hydralazine	Approved	34	.	.	.	.	Chronic myelogenous leukemia	DrugCombDB Database	Investigative	KBM-7	2.2	2.2	15.87	15.87
DCYD7VL	DMLPAOB	Allopurinol	Approved	34	DMWT905	Mefloquine	Phase 2/3 Trial	24	.	.	.	.	Chronic myelogenous leukemia	DrugCombDB Database	Investigative	KBM-7	1.93	1.93	3.05	3.11
DCJIIQX	DMLPAOB	Allopurinol	Approved	34	DMVP5YE	Doxorubicin	Approved	34	.	.	.	.	Chronic myelogenous leukemia	DrugCombDB Database	Investigative	KBM-7	5.6	5.6	6.4	6.49
DCIRESQ	DMLPAOB	Allopurinol	Approved	34	DMVRYT2	Nabilone	Approved	34	.	.	.	.	Chronic myelogenous leukemia	DrugCombDB Database	Investigative	KBM-7	55.36	55.36	70.71	70.71
DCT79HP	DMLPAOB	Allopurinol	Approved	34	DMWTAOI	Estramustine	Approved	34	.	.	.	.	Chronic myelogenous leukemia	DrugCombDB Database	Investigative	KBM-7	52.16	52.16	68.44	68.44
DCIH9QY	DMLPAOB	Allopurinol	Approved	34	DMY91A3	ML323	Preclinical	2.1	.	.	.	.	Chronic myelogenous leukemia	DrugCombDB Database	Investigative	KBM-7	0.46	0.46	12.71	12.71
DC1COHI	DMLPAOB	Allopurinol	Approved	34	DMYZ57N	Albendazole	Approved	34	.	.	.	.	Chronic myelogenous leukemia	DrugCombDB Database	Investigative	KBM-7	47.06	47.06	58.06	58.07
DCHMIAA	DMLPAOB	Allopurinol	Approved	34	DMZD5QR	Cytarabine	Approved	34	.	.	.	.	Chronic myelogenous leukemia	DrugCombDB Database	Investigative	KBM-7	4.21	4.21	4.85	4.93
DCV4RUY	DMLPAOB	Allopurinol	Approved	34	DMZP7YM	L-165041	Investigative	0	.	.	.	.	Chronic myelogenous leukemia	DrugCombDB Database	Investigative	KBM-7	3.32	3.32	15.73	15.73
DCNQZIA	DM9S1EA	Pepstatin	Terminated	2	DM09NGV	Ribavirin-TP	Investigative	0	.	.	.	.	Chronic myelogenous leukemia	DrugCombDB Database	Investigative	KBM-7	28.36	28.36	50.23	50.24
DC8WXPN	DM9S1EA	Pepstatin	Terminated	2	DM2G9AE	Citalopram	Approved	34	.	.	.	.	Chronic myelogenous leukemia	DrugCombDB Database	Investigative	KBM-7	15.67	15.67	30.61	30.62
DCJLFU2	DM9S1EA	Pepstatin	Terminated	2	DM3KJBC	Epinephrine	Approved	34	.	.	.	.	Chronic myelogenous leukemia	DrugCombDB Database	Investigative	KBM-7	2.7	2.7	5.82	5.87
DCYQVV7	DM9S1EA	Pepstatin	Terminated	2	DM4DOUB	PMID28460551-Compound-2	Patented	15.5	.	.	.	.	Chronic myelogenous leukemia	DrugCombDB Database	Investigative	KBM-7	2.23	2.23	3.69	3.76
DCQBWV7	DM9S1EA	Pepstatin	Terminated	2	DM4OYXE	LIAROZOLE	Phase 2/3	24	.	.	.	.	Chronic myelogenous leukemia	DrugCombDB Database	Investigative	KBM-7	30.37	30.37	39.65	39.65
DCTMWGB	DM9S1EA	Pepstatin	Terminated	2	DM6HXTS	Anamorelin	Phase 3	25	.	.	.	.	Chronic myelogenous leukemia	DrugCombDB Database	Investigative	KBM-7	7.33	7.33	29.49	29.49
DCSU7BB	DM9S1EA	Pepstatin	Terminated	2	DM6VOWQ	Fomepizole	Approved	34	.	.	.	.	Chronic myelogenous leukemia	DrugCombDB Database	Investigative	KBM-7	6.47	6.47	10.51	10.58
DC3J0SN	DM9S1EA	Pepstatin	Terminated	2	DM7IW9J	Ramelteon	Approved	34	.	.	.	.	Chronic myelogenous leukemia	DrugCombDB Database	Investigative	KBM-7	22.32	22.32	32.63	32.63
DCZQQB9	DM9S1EA	Pepstatin	Terminated	2	DMFI8A7	Tranexamic acid	Phase 2 Trial	21	.	.	.	.	Chronic myelogenous leukemia	DrugCombDB Database	Investigative	KBM-7	31.94	31.94	41.18	41.21
DCLXPI6	DM9S1EA	Pepstatin	Terminated	2	DMBLM5H	BHV-0223	Phase 1	17	.	.	.	.	Chronic myelogenous leukemia	DrugCombDB Database	Investigative	KBM-7	0.89	0.89	13.56	13.56
DC4AOIJ	DM9S1EA	Pepstatin	Terminated	2	DMBYCU0	Metyrosine	Approved	34	.	.	.	.	Chronic myelogenous leukemia	DrugCombDB Database	Investigative	KBM-7	10.55	10.55	16.59	16.63
DC5XKRQ	DM9S1EA	Pepstatin	Terminated	2	DMC520D	Cycloguanil	Investigative	0	.	.	.	.	Chronic myelogenous leukemia	DrugCombDB Database	Investigative	KBM-7	30.75	30.75	40.27	40.27
DCIZHTM	DM9S1EA	Pepstatin	Terminated	2	DMCJLD1	SCH 727965	Discontinued in Phase 3	9	.	.	.	.	Chronic myelogenous leukemia	DrugCombDB Database	Investigative	KBM-7	14.33	14.33	30.71	30.71
DC7PY05	DM9S1EA	Pepstatin	Terminated	2	DME4RA8	Amodiaquine	Preclinical	2.1	.	.	.	.	Chronic myelogenous leukemia	DrugCombDB Database	Investigative	KBM-7	9.39	9.39	20.29	20.29
DC84F4M	DM9S1EA	Pepstatin	Terminated	2	DMCR1MV	Itraconazole	Approved	34	.	.	.	.	Chronic myelogenous leukemia	DrugCombDB Database	Investigative	KBM-7	18.92	18.92	33.08	33.08
DCHRJ62	DM9S1EA	Pepstatin	Terminated	2	DMCT2YF	Emetine	Approved	34	.	.	.	.	Chronic myelogenous leukemia	DrugCombDB Database	Investigative	KBM-7	8.91	8.91	13.49	13.52
DCIUZKM	DM9S1EA	Pepstatin	Terminated	2	DMDO279	Phenprocoumon	Approved	34	.	.	.	.	Chronic myelogenous leukemia	DrugCombDB Database	Investigative	KBM-7	0.82	0.82	14.45	14.47
DC7ZMSV	DM9S1EA	Pepstatin	Terminated	2	DMEOCKZ	JZL195	Investigative	0	.	.	.	.	Chronic myelogenous leukemia	DrugCombDB Database	Investigative	KBM-7	44.16	44.16	54.42	54.45
DCNCIGP	DM9S1EA	Pepstatin	Terminated	2	DMFQWNI	VR-776	Discontinued in Phase 1	3	.	.	.	.	Chronic myelogenous leukemia	DrugCombDB Database	Investigative	KBM-7	9.63	9.63	22.16	22.17
DCTNSAI	DM9S1EA	Pepstatin	Terminated	2	DMIR21F	PFK-158	Phase 1	17	.	.	.	.	Chronic myelogenous leukemia	DrugCombDB Database	Investigative	KBM-7	19.86	19.86	30.82	30.82
DC3MHCM	DM9S1EA	Pepstatin	Terminated	2	DMJOQM3	Eflornithine	Approved	34	.	.	.	.	Chronic myelogenous leukemia	DrugCombDB Database	Investigative	KBM-7	15.03	15.03	25.84	25.85
DC7AQVT	DM9S1EA	Pepstatin	Terminated	2	DMKBYWI	Trifluoperazine	Approved	34	.	.	.	.	Chronic myelogenous leukemia	DrugCombDB Database	Investigative	KBM-7	24.02	24.02	35.38	35.39
DC2POZL	DM9S1EA	Pepstatin	Terminated	2	DMGO72P	Oseltamivir	Phase 3 Trial	25	.	.	.	.	Chronic myelogenous leukemia	DrugCombDB Database	Investigative	KBM-7	6.44	6.44	23.67	23.68
DC9IKPX	DM9S1EA	Pepstatin	Terminated	2	DML1538	Diazoxide	Approved	34	.	.	.	.	Chronic myelogenous leukemia	DrugCombDB Database	Investigative	KBM-7	1.28	1.28	2.61	2.62
DC3R47O	DM9S1EA	Pepstatin	Terminated	2	DMLU8NX	Benserazide	Phase 3	25	.	.	.	.	Chronic myelogenous leukemia	DrugCombDB Database	Investigative	KBM-7	22.22	22.22	33.51	33.52
DCQKHHW	DM9S1EA	Pepstatin	Terminated	2	DMM0XGL	Idarubicin	Approved	34	.	.	.	.	Glioblastoma?	DrugCombDB Database	Investigative	T98G	16.84	16.84	17.52	17.52
DCE10AG	DM9S1EA	Pepstatin	Terminated	2	DMM4WBX	Methocarbamol	Approved	34	.	.	.	.	Chronic myelogenous leukemia	DrugCombDB Database	Investigative	KBM-7	10.95	10.95	22.52	22.53
DCAKE20	DM9S1EA	Pepstatin	Terminated	2	DMM61Y2	BRL-15572	Investigative	0	.	.	.	.	Chronic myelogenous leukemia	DrugCombDB Database	Investigative	KBM-7	30.61	30.61	42.99	42.99
DCIQ53J	DM9S1EA	Pepstatin	Terminated	2	DMMFWOJ	Probenecid	Approved	34	.	.	.	.	Chronic myelogenous leukemia	DrugCombDB Database	Investigative	KBM-7	28.53	28.53	41.2	41.23
DC5JEP4	DM9S1EA	Pepstatin	Terminated	2	DMNMW9R	Pramipexole	Approved	34	.	.	.	.	Chronic myelogenous leukemia	DrugCombDB Database	Investigative	KBM-7	26.94	26.94	42.07	42.08
DCDOGGV	DM9S1EA	Pepstatin	Terminated	2	DMJAPE7	Methylene blue	Phase 2 Trial	21	.	.	.	.	Chronic myelogenous leukemia	DrugCombDB Database	Investigative	KBM-7	4.35	4.35	6.02	6.05
DCLKMFO	DM9S1EA	Pepstatin	Terminated	2	DMNSJ7V	Tropisetron	Approved	34	.	.	.	.	Chronic myelogenous leukemia	DrugCombDB Database	Investigative	KBM-7	2.34	2.34	14.88	14.88
DC5F2OZ	DM9S1EA	Pepstatin	Terminated	2	DMO381I	Acamprosate	Approved	34	.	.	.	.	Chronic myelogenous leukemia	DrugCombDB Database	Investigative	KBM-7	21.76	21.76	32.42	32.42
DC7N7HD	DM9S1EA	Pepstatin	Terminated	2	DMOL5IU	Mesalazine	Approved	34	.	.	.	.	Chronic myelogenous leukemia	DrugCombDB Database	Investigative	KBM-7	11.1	11.1	22.15	22.15
DC4LZXY	DM9S1EA	Pepstatin	Terminated	2	DMPMYE8	Miconazole	Approved	34	.	.	.	.	Chronic myelogenous leukemia	DrugCombDB Database	Investigative	KBM-7	35.93	35.93	41.6	41.6
DCSKEH3	DM9S1EA	Pepstatin	Terminated	2	DMPWB7T	Maprotiline	Approved	34	.	.	.	.	Chronic myelogenous leukemia	DrugCombDB Database	Investigative	KBM-7	4.58	4.58	6.5	6.53
DCS11HV	DM9S1EA	Pepstatin	Terminated	2	DMR6N7H	Acetohexamide	Approved	34	.	.	.	.	Chronic myelogenous leukemia	DrugCombDB Database	Investigative	KBM-7	10.52	10.52	19.27	19.3
